Descriptif de l'échantillon;;"Erpouvette courbe 60°"
Géométrie;;"Rectangulaire"
Épaisseur;(mm);"4.00"
Largeur;(mm);"10.00"
Longueur;(mm);"45.00"

Tableau de résultats 1
;Numéro d'éprouvette;Vitesse d'essai;Contrainte Maximum ;Allongement max;Module de Young ;Contrainte  à Rupture ;Allongement à rupture
;;(mm/min);(MPa);(%);(MPa);(MPa);(%)
"1";"PETG-30-010824-1";"50.00";"32.68";"21.38";"271.15";"5.97";"24.75"
"2";"PETG-30-010824-2";"50.00";"21.23";"12.56";"275.91";"0.03";"32.05"
"3";"PETG-30-010824-3";"50.00";"28.12";"19.75";"269.44";"0.01";"35.49"
"4";"PETG-30-010824-4";"50.00";"32.99";"22.16";"284.15";"2.91";"26.08"
"5";"PETG-30-010824-5";"50.00";"21.82";"12.31";"286.76";"0.00";"30.68"
"6";"PETG-30-010824-6";"50.00";"34.91";"21.16";"279.78";"0.01";"40.53"
"7";"PETG-30-010824-7";"50.00";"21.74";"12.56";"280.48";"0.00";"29.23"
"Moyenne";"";"50.00";"27.64";"17.41";"278.24";"1.28";"31.26"

Tableau de résultats 2


1;Temps;Déplacement;Force;Contrainte de traction;Déformation de traction (Déplacement)
;(s);(mm);(kN);(MPa);(%)
"";"3.2200";"2.6707";"0.5698";"14.2444";"5.9349"
"";"3.2400";"2.6874";"0.5733";"14.3322";"5.9720"
"";"3.2600";"2.7041";"0.5768";"14.4208";"6.0092"
"";"3.2800";"2.7210";"0.5804";"14.5101";"6.0467"
"";"3.3000";"2.7376";"0.5839";"14.5985";"6.0836"
"";"3.3200";"2.7541";"0.5874";"14.6848";"6.1203"
"";"3.3400";"2.7709";"0.5908";"14.7697";"6.1575"
"";"3.3600";"2.7875";"0.5942";"14.8552";"6.1945"
"";"3.3800";"2.8041";"0.5976";"14.9406";"6.2314"
"";"3.4000";"2.8207";"0.6010";"15.0247";"6.2683"
"";"3.4200";"2.8373";"0.6043";"15.1082";"6.3051"
"";"3.4400";"2.8540";"0.6076";"15.1909";"6.3423"
"";"3.4600";"2.8708";"0.6110";"15.2738";"6.3795"
"";"3.4800";"2.8875";"0.6143";"15.3571";"6.4167"
"";"3.5000";"2.9042";"0.6176";"15.4391";"6.4537"
"";"3.5200";"2.9207";"0.6208";"15.5194";"6.4905"
"";"3.5400";"2.9375";"0.6240";"15.5996";"6.5277"
"";"3.5600";"2.9541";"0.6272";"15.6799";"6.5648"
"";"3.5800";"2.9708";"0.6304";"15.7603";"6.6018"
"";"3.6000";"2.9875";"0.6336";"15.8391";"6.6388"
"";"3.6200";"3.0040";"0.6367";"15.9167";"6.6757"
"";"3.6400";"3.0208";"0.6398";"15.9945";"6.7128"
"";"3.6600";"3.0376";"0.6429";"16.0715";"6.7503"
"";"3.6800";"3.0542";"0.6460";"16.1496";"6.7872"
"";"3.7000";"3.0708";"0.6490";"16.2254";"6.8241"
"";"3.7200";"3.0874";"0.6520";"16.2993";"6.8608"
"";"3.7400";"3.1041";"0.6550";"16.3741";"6.8980"
"";"3.7600";"3.1210";"0.6580";"16.4489";"6.9355"
"";"3.7800";"3.1375";"0.6609";"16.5234";"6.9722"
"";"3.8000";"3.1541";"0.6638";"16.5960";"7.0091"
"";"3.8200";"3.1708";"0.6667";"16.6680";"7.0462"
"";"3.8400";"3.1875";"0.6696";"16.7406";"7.0834"
"";"3.8600";"3.2044";"0.6725";"16.8121";"7.1208"
"";"3.8800";"3.2209";"0.6753";"16.8837";"7.1575"
"";"3.9000";"3.2374";"0.6781";"16.9522";"7.1943"
"";"3.9200";"3.2542";"0.6808";"17.0199";"7.2315"
"";"3.9400";"3.2708";"0.6835";"17.0884";"7.2685"
"";"3.9600";"3.2875";"0.6863";"17.1566";"7.3056"
"";"3.9800";"3.3041";"0.6889";"17.2229";"7.3425"
"";"4.0000";"3.3207";"0.6916";"17.2899";"7.3793"
"";"4.0200";"3.3375";"0.6942";"17.3559";"7.4166"
"";"4.0400";"3.3542";"0.6968";"17.4205";"7.4537"
"";"4.0600";"3.3709";"0.6994";"17.4859";"7.4910"
"";"4.0800";"3.3874";"0.7020";"17.5498";"7.5276"
"";"4.1000";"3.4040";"0.7045";"17.6114";"7.5643"
"";"4.1200";"3.4207";"0.7069";"17.6725";"7.6016"
"";"4.1400";"3.4374";"0.7094";"17.7340";"7.6387"
"";"4.1600";"3.4541";"0.7118";"17.7960";"7.6757"
"";"4.1800";"3.4707";"0.7143";"17.8564";"7.7127"
"";"4.2000";"3.4873";"0.7166";"17.9149";"7.7496"
"";"4.2200";"3.5040";"0.7190";"17.9748";"7.7867"
"";"4.2400";"3.5209";"0.7214";"18.0338";"7.8241"
"";"4.2600";"3.5375";"0.7237";"18.0933";"7.8611"
"";"4.2800";"3.5542";"0.7261";"18.1515";"7.8981"
"";"4.3000";"3.5707";"0.7283";"18.2081";"7.9350"
"";"4.3200";"3.5874";"0.7305";"18.2632";"7.9721"
"";"4.3400";"3.6042";"0.7327";"18.3185";"8.0093"
"";"4.3600";"3.6208";"0.7349";"18.3731";"8.0461"
"";"4.3800";"3.6374";"0.7371";"18.4265";"8.0832"
"";"4.4000";"3.6541";"0.7392";"18.4795";"8.1202"
"";"4.4200";"3.6708";"0.7414";"18.5338";"8.1574"
"";"4.4400";"3.6877";"0.7435";"18.5874";"8.1949"
"";"4.4600";"3.7043";"0.7456";"18.6397";"8.2317"
"";"4.4800";"3.7209";"0.7476";"18.6905";"8.2686"
"";"4.5000";"3.7375";"0.7496";"18.7406";"8.3056"
"";"4.5200";"3.7541";"0.7516";"18.7910";"8.3425"
"";"4.5400";"3.7709";"0.7537";"18.8414";"8.3798"
"";"4.5600";"3.7875";"0.7556";"18.8910";"8.4166"
"";"4.5800";"3.8041";"0.7576";"18.9398";"8.4535"
"";"4.6000";"3.8208";"0.7595";"18.9877";"8.4906"
"";"4.6200";"3.8375";"0.7614";"19.0360";"8.5278"
"";"4.6400";"3.8544";"0.7634";"19.0844";"8.5653"
"";"4.6600";"3.8709";"0.7653";"19.1315";"8.6020"
"";"4.6800";"3.8874";"0.7671";"19.1765";"8.6387"
"";"4.7000";"3.9042";"0.7688";"19.2212";"8.6759"
"";"4.7200";"3.9208";"0.7707";"19.2666";"8.7130"
"";"4.7400";"3.9375";"0.7725";"19.3122";"8.7500"
"";"4.7600";"3.9541";"0.7742";"19.3560";"8.7870"
"";"4.7800";"3.9707";"0.7760";"19.3995";"8.8237"
"";"4.8000";"3.9874";"0.7777";"19.4419";"8.8610"
"";"4.8200";"4.0043";"0.7794";"19.4847";"8.8984"
"";"4.8400";"4.0210";"0.7811";"19.5284";"8.9355"
"";"4.8600";"4.0375";"0.7828";"19.5702";"8.9723"
"";"4.8800";"4.0541";"0.7844";"19.6105";"9.0091"
"";"4.9000";"4.0709";"0.7860";"19.6506";"9.0464"
"";"4.9200";"4.0876";"0.7877";"19.6915";"9.0836"
"";"4.9400";"4.1042";"0.7893";"19.7332";"9.1204"
"";"4.9600";"4.1208";"0.7909";"19.7725";"9.1574"
"";"4.9800";"4.1375";"0.7925";"19.8113";"9.1943"
"";"5.0000";"4.1542";"0.7940";"19.8502";"9.2316"
"";"5.0200";"4.1710";"0.7956";"19.8893";"9.2690"
"";"5.0400";"4.1876";"0.7971";"19.9283";"9.3058"
"";"5.0600";"4.2042";"0.7986";"19.9659";"9.3426"
"";"5.0800";"4.2209";"0.8001";"20.0034";"9.3797"
"";"5.1000";"4.2375";"0.8016";"20.0412";"9.4167"
"";"5.1200";"4.2542";"0.8031";"20.0785";"9.4539"
"";"5.1400";"4.2708";"0.8046";"20.1147";"9.4906"
"";"5.1600";"4.2875";"0.8060";"20.1500";"9.5277"
"";"5.1800";"4.3042";"0.8074";"20.1855";"9.5648"
"";"5.2000";"4.3209";"0.8088";"20.2206";"9.6019"
"";"5.2200";"4.3377";"0.8103";"20.2563";"9.6393"
"";"5.2400";"4.3543";"0.8117";"20.2921";"9.6761"
"";"5.2600";"4.3708";"0.8130";"20.3257";"9.7130"
"";"5.2800";"4.3875";"0.8143";"20.3585";"9.7501"
"";"5.3000";"4.4041";"0.8157";"20.3921";"9.7870"
"";"5.3200";"4.4208";"0.8170";"20.4256";"9.8241"
"";"5.3400";"4.4375";"0.8183";"20.4587";"9.8611"
"";"5.3600";"4.4540";"0.8196";"20.4902";"9.8978"
"";"5.3800";"4.4707";"0.8209";"20.5213";"9.9350"
"";"5.4000";"4.4875";"0.8221";"20.5537";"9.9723"
"";"5.4200";"4.5043";"0.8235";"20.5864";"10.0095"
"";"5.4400";"4.5209";"0.8247";"20.6170";"10.0464"
"";"5.4600";"4.5374";"0.8259";"20.6464";"10.0832"
"";"5.4800";"4.5541";"0.8271";"20.6770";"10.1203"
"";"5.5000";"4.5709";"0.8283";"20.7073";"10.1575"
"";"5.5200";"4.5875";"0.8295";"20.7371";"10.1945"
"";"5.5400";"4.6042";"0.8306";"20.7659";"10.2316"
"";"5.5600";"4.6208";"0.8318";"20.7941";"10.2684"
"";"5.5800";"4.6374";"0.8329";"20.8224";"10.3054"
"";"5.6000";"4.6543";"0.8341";"20.8514";"10.3429"
"";"5.6200";"4.6710";"0.8352";"20.8803";"10.3799"
"";"5.6400";"4.6875";"0.8363";"20.9077";"10.4167"
"";"5.6600";"4.7041";"0.8374";"20.9340";"10.4536"
"";"5.6800";"4.7209";"0.8384";"20.9604";"10.4908"
"";"5.7000";"4.7377";"0.8395";"20.9877";"10.5282"
"";"5.7200";"4.7542";"0.8406";"21.0149";"10.5649"
"";"5.7400";"4.7708";"0.8416";"21.0404";"10.6018"
"";"5.7600";"4.7875";"0.8426";"21.0641";"10.6388"
"";"5.7800";"4.8042";"0.8435";"21.0884";"10.6759"
"";"5.8000";"4.8210";"0.8446";"21.1148";"10.7134"
"";"5.8200";"4.8376";"0.8456";"21.1411";"10.7501"
"";"5.8400";"4.8541";"0.8466";"21.1654";"10.7870"
"";"5.8600";"4.8708";"0.8476";"21.1890";"10.8241"
"";"5.8800";"4.8875";"0.8485";"21.2129";"10.8612"
"";"5.9000";"4.9042";"0.8494";"21.2358";"10.8983"
"";"5.9200";"4.9208";"0.8503";"21.2587";"10.9351"
"";"5.9400";"4.9374";"0.8512";"21.2810";"10.9719"
"";"5.9600";"4.9541";"0.8521";"21.3028";"11.0092"
"";"5.9800";"4.9708";"0.8530";"21.3254";"11.0463"
"";"6.0000";"4.9876";"0.8540";"21.3496";"11.0836"
"";"6.0200";"5.0041";"0.8548";"21.3710";"11.1203"
"";"6.0400";"5.0207";"0.8557";"21.3918";"11.1572"
"";"6.0600";"5.0376";"0.8565";"21.4127";"11.1946"
"";"6.0800";"5.0543";"0.8574";"21.4343";"11.2317"
"";"6.1000";"5.0709";"0.8582";"21.4554";"11.2687"
"";"6.1200";"5.0875";"0.8590";"21.4750";"11.3056"
"";"6.1400";"5.1041";"0.8597";"21.4934";"11.3425"
"";"6.1600";"5.1209";"0.8605";"21.5118";"11.3797"
"";"6.1800";"5.1377";"0.8613";"21.5320";"11.4172"
"";"6.2000";"5.1543";"0.8621";"21.5531";"11.4541"
"";"6.2200";"5.1709";"0.8629";"21.5713";"11.4910"
"";"6.2400";"5.1875";"0.8635";"21.5873";"11.5278"
"";"6.2600";"5.2042";"0.8642";"21.6039";"11.5649"
"";"6.2800";"5.2210";"0.8649";"21.6214";"11.6022"
"";"6.3000";"5.2375";"0.8656";"21.6394";"11.6390"
"";"6.3200";"5.2542";"0.8662";"21.6552";"11.6761"
"";"6.3400";"5.2708";"0.8668";"21.6705";"11.7129"
"";"6.3600";"5.2875";"0.8674";"21.6846";"11.7501"
"";"6.3800";"5.3044";"0.8680";"21.7007";"11.7875"
"";"6.4000";"5.3210";"0.8686";"21.7162";"11.8243"
"";"6.4200";"5.3375";"0.8691";"21.7285";"11.8611"
"";"6.4400";"5.3542";"0.8696";"21.7402";"11.8981"
"";"6.4600";"5.3708";"0.8701";"21.7525";"11.9352"
"";"6.4800";"5.3876";"0.8706";"21.7652";"11.9723"
"";"6.5000";"5.4041";"0.8711";"21.7763";"12.0092"
"";"6.5200";"5.4207";"0.8714";"21.7862";"12.0460"
"";"6.5400";"5.4374";"0.8718";"21.7944";"12.0831"
"";"6.5600";"5.4541";"0.8721";"21.8032";"12.1202"
"";"6.5800";"5.4710";"0.8725";"21.8113";"12.1577"
"";"6.6000";"5.4875";"0.8727";"21.8164";"12.1945"
"";"6.6200";"5.5041";"0.8728";"21.8192";"12.2312"
"";"6.6400";"5.5208";"0.8728";"21.8210";"12.2685"
"";"6.6600";"5.5375";"0.8728";"21.8210";"12.3055"
"";"6.6800";"5.5541";"0.8728";"21.8205";"12.3425"
"";"6.7000";"5.5708";"0.8727";"21.8179";"12.3795"
"";"6.7200";"5.5873";"0.8725";"21.8136";"12.4163"
"";"6.7400";"5.6041";"0.8723";"21.8072";"12.4535"
"";"6.7600";"5.6209";"0.8720";"21.7999";"12.4909"
"";"6.7800";"5.6376";"0.8716";"21.7912";"12.5279"
"";"6.8000";"5.6542";"0.8711";"21.7784";"12.5649"
"";"6.8200";"5.6707";"0.8705";"21.7633";"12.6016"
"";"6.8400";"5.6876";"0.8698";"21.7447";"12.6390"
"";"6.8600";"5.7043";"0.8691";"21.7268";"12.6762"
"";"6.8800";"5.7208";"0.8683";"21.7079";"12.7130"
"";"6.9000";"5.7375";"0.8674";"21.6853";"12.7500"
"";"6.9200";"5.7542";"0.8664";"21.6601";"12.7870"
"";"6.9400";"5.7710";"0.8654";"21.6349";"12.8243"
"";"6.9600";"5.7877";"0.8643";"21.6086";"12.8616"
"";"6.9800";"5.8043";"0.8632";"21.5810";"12.8985"
"";"7.0000";"5.8209";"0.8620";"21.5494";"12.9353"
"";"7.0200";"5.8376";"0.8606";"21.5161";"12.9723"
"";"7.0400";"5.8542";"0.8593";"21.4821";"13.0094"
"";"7.0600";"5.8710";"0.8579";"21.4476";"13.0466"
"";"7.0800";"5.8875";"0.8564";"21.4109";"13.0834"
"";"7.1000";"5.9042";"0.8548";"21.3700";"13.1205"
"";"7.1200";"5.9209";"0.8530";"21.3259";"13.1575"
"";"7.1400";"5.9375";"0.8513";"21.2814";"13.1945"
"";"7.1600";"5.9543";"0.8495";"21.2369";"13.2319"
"";"7.1800";"5.9709";"0.8477";"21.1929";"13.2687"
"";"7.2000";"5.9875";"0.8459";"21.1469";"13.3057"
"";"7.2200";"6.0042";"0.8440";"21.1010";"13.3427"
"";"7.2400";"6.0209";"0.8423";"21.0570";"13.3797"
"";"7.2600";"6.0376";"0.8406";"21.0148";"13.4169"
"";"7.2800";"6.0542";"0.8390";"20.9743";"13.4538"
"";"7.3000";"6.0708";"0.8374";"20.9347";"13.4906"
"";"7.3200";"6.0875";"0.8358";"20.8956";"13.5277"
"";"7.3400";"6.1042";"0.8344";"20.8611";"13.5648"
"";"7.3600";"6.1209";"0.8331";"20.8284";"13.6021"
"";"7.3800";"6.1376";"0.8318";"20.7957";"13.6391"
"";"7.4000";"6.1541";"0.8305";"20.7636";"13.6758"
"";"7.4200";"6.1709";"0.8293";"20.7326";"13.7131"
"";"7.4400";"6.1876";"0.8282";"20.7047";"13.7502"
"";"7.4600";"6.2043";"0.8272";"20.6793";"13.7873"
"";"7.4800";"6.2209";"0.8262";"20.6547";"13.8243"
"";"7.5000";"6.2375";"0.8252";"20.6296";"13.8611"
"";"7.5200";"6.2542";"0.8243";"20.6064";"13.8983"
"";"7.5400";"6.2711";"0.8235";"20.5864";"13.9357"
"";"7.5600";"6.2877";"0.8228";"20.5691";"13.9727"
"";"7.5800";"6.3043";"0.8220";"20.5498";"14.0095"
"";"7.6000";"6.3209";"0.8212";"20.5302";"14.0464"
"";"7.6200";"6.3376";"0.8205";"20.5127";"14.0836"
"";"7.6400";"6.3544";"0.8199";"20.4974";"14.1210"
"";"7.6600";"6.3709";"0.8193";"20.4832";"14.1577"
"";"7.6800";"6.3876";"0.8187";"20.4665";"14.1947"
"";"7.7000";"6.4043";"0.8180";"20.4494";"14.2317"
"";"7.7200";"6.4210";"0.8173";"20.4328";"14.2689"
"";"7.7400";"6.4378";"0.8167";"20.4165";"14.3063"
"";"7.7600";"6.4543";"0.8160";"20.4006";"14.3430"
"";"7.7800";"6.4709";"0.8153";"20.3831";"14.3798"
"";"7.8000";"6.4876";"0.8146";"20.3649";"14.4168"
"";"7.8200";"6.5042";"0.8140";"20.3495";"14.4539"
"";"7.8400";"6.5209";"0.8135";"20.3372";"14.4910"
"";"7.8600";"6.5375";"0.8130";"20.3249";"14.5277"
"";"7.8800";"6.5541";"0.8125";"20.3130";"14.5646"
"";"7.9000";"6.5709";"0.8120";"20.3003";"14.6019"
"";"7.9200";"6.5875";"0.8116";"20.2892";"14.6390"
"";"7.9400";"6.6043";"0.8112";"20.2792";"14.6762"
"";"7.9600";"6.6208";"0.8107";"20.2686";"14.7129"
"";"7.9800";"6.6374";"0.8102";"20.2551";"14.7498"
"";"8.0000";"6.6542";"0.8097";"20.2413";"14.7871"
"";"8.0200";"6.6708";"0.8092";"20.2304";"14.8241"
"";"8.0400";"6.6875";"0.8088";"20.2202";"14.8611"
"";"8.0600";"6.7041";"0.8083";"20.2087";"14.8980"
"";"8.0800";"6.7207";"0.8079";"20.1967";"14.9349"
"";"8.1000";"6.7374";"0.8074";"20.1846";"14.9721"
"";"8.1200";"6.7542";"0.8070";"20.1739";"15.0093"
"";"8.1400";"6.7709";"0.8065";"20.1635";"15.0464"
"";"8.1600";"6.7875";"0.8059";"20.1487";"15.0833"
"";"8.1800";"6.8040";"0.8052";"20.1306";"15.1201"
"";"8.2000";"6.8208";"0.8046";"20.1141";"15.1573"
"";"8.2200";"6.8375";"0.8040";"20.0991";"15.1945"
"";"8.2400";"6.8541";"0.8033";"20.0829";"15.2314"
"";"8.2600";"6.8708";"0.8025";"20.0632";"15.2685"
"";"8.2800";"6.8874";"0.8017";"20.0431";"15.3054"
"";"8.3000";"6.9042";"0.8010";"20.0253";"15.3426"
"";"8.3200";"6.9211";"0.8004";"20.0097";"15.3801"
"";"8.3400";"6.9377";"0.7998";"19.9951";"15.4171"
"";"8.3600";"6.9543";"0.7991";"19.9778";"15.4539"
"";"8.3800";"6.9709";"0.7984";"19.9594";"15.4908"
"";"8.4000";"6.9875";"0.7978";"19.9451";"15.5278"
"";"8.4200";"7.0043";"0.7974";"19.9346";"15.5651"
"";"8.4400";"7.0209";"0.7971";"19.9279";"15.6020"
"";"8.4600";"7.0375";"0.7969";"19.9234";"15.6389"
"";"8.4800";"7.0541";"0.7968";"19.9198";"15.6759"
"";"8.5000";"7.0708";"0.7968";"19.9201";"15.7130"
"";"8.5200";"7.0878";"0.7969";"19.9234";"15.7506"
"";"8.5400";"7.1043";"0.7971";"19.9273";"15.7873"
"";"8.5600";"7.1208";"0.7971";"19.9283";"15.8239"
"";"8.5800";"7.1375";"0.7972";"19.9302";"15.8612"
"";"8.6000";"7.1542";"0.7974";"19.9347";"15.8983"
"";"8.6200";"7.1710";"0.7976";"19.9395";"15.9354"
"";"8.6400";"7.1875";"0.7977";"19.9437";"15.9722"
"";"8.6600";"7.2040";"0.7979";"19.9464";"16.0088"
"";"8.6800";"7.2207";"0.7980";"19.9494";"16.0461"
"";"8.7000";"7.2376";"0.7982";"19.9543";"16.0835"
"";"8.7200";"7.2542";"0.7985";"19.9620";"16.1205"
"";"8.7400";"7.2708";"0.7987";"19.9672";"16.1573"
"";"8.7600";"7.2874";"0.7988";"19.9694";"16.1941"
"";"8.7800";"7.3042";"0.7989";"19.9717";"16.2315"
"";"8.8000";"7.3209";"0.7990";"19.9751";"16.2686"
"";"8.8200";"7.3374";"0.7991";"19.9780";"16.3053"
"";"8.8400";"7.3541";"0.7992";"19.9789";"16.3423"
"";"8.8600";"7.3707";"0.7992";"19.9791";"16.3792"
"";"8.8800";"7.3875";"0.7992";"19.9790";"16.4166"
"";"8.9000";"7.4043";"0.7992";"19.9796";"16.4539"
"";"8.9200";"7.4209";"0.7992";"19.9797";"16.4908"
"";"8.9400";"7.4375";"0.7991";"19.9768";"16.5278"
"";"8.9600";"7.4541";"0.7989";"19.9730";"16.5648"
"";"8.9800";"7.4708";"0.7988";"19.9709";"16.6019"
"";"9.0000";"7.4876";"0.7988";"19.9708";"16.6391"
"";"9.0200";"7.5041";"0.7988";"19.9710";"16.6759"
"";"9.0400";"7.5208";"0.7988";"19.9700";"16.7129"
"";"9.0600";"7.5375";"0.7987";"19.9683";"16.7500"
"";"9.0800";"7.5542";"0.7986";"19.9656";"16.7871"
"";"9.1000";"7.5711";"0.7985";"19.9625";"16.8246"
"";"9.1200";"7.5876";"0.7984";"19.9604";"16.8614"
"";"9.1400";"7.6042";"0.7982";"19.9553";"16.8983"
"";"9.1600";"7.6209";"0.7980";"19.9497";"16.9353"
"";"9.1800";"7.6375";"0.7979";"19.9467";"16.9722"
"";"9.2000";"7.6543";"0.7978";"19.9457";"17.0095"
"";"9.2200";"7.6709";"0.7978";"19.9450";"17.0464"
"";"9.2400";"7.6875";"0.7977";"19.9420";"17.0833"
"";"9.2600";"7.7042";"0.7975";"19.9378";"17.1204"
"";"9.2800";"7.7209";"0.7973";"19.9317";"17.1575"
"";"9.3000";"7.7377";"0.7970";"19.9249";"17.1948"
"";"9.3200";"7.7543";"0.7966";"19.9153";"17.2317"
"";"9.3400";"7.7708";"0.7962";"19.9041";"17.2684"
"";"9.3600";"7.7875";"0.7957";"19.8924";"17.3057"
"";"9.3800";"7.8043";"0.7952";"19.8799";"17.3428"
"";"9.4000";"7.8209";"0.7947";"19.8663";"17.3799"
"";"9.4200";"7.8376";"0.7940";"19.8490";"17.4169"
"";"9.4400";"7.8541";"0.7932";"19.8298";"17.4536"
"";"9.4600";"7.8709";"0.7925";"19.8126";"17.4908"
"";"9.4800";"7.8877";"0.7919";"19.7973";"17.5282"
"";"9.5000";"7.9043";"0.7913";"19.7831";"17.5652"
"";"9.5200";"7.9209";"0.7907";"19.7673";"17.6020"
"";"9.5400";"7.9375";"0.7899";"19.7482";"17.6389"
"";"9.5600";"7.9542";"0.7891";"19.7279";"17.6761"
"";"9.5800";"7.9710";"0.7883";"19.7067";"17.7133"
"";"9.6000";"7.9875";"0.7874";"19.6854";"17.7500"
"";"9.6200";"8.0041";"0.7864";"19.6602";"17.7870"
"";"9.6400";"8.0208";"0.7852";"19.6304";"17.8239"
"";"9.6600";"8.0375";"0.7838";"19.5943";"17.8611"
"";"9.6800";"8.0543";"0.7820";"19.5496";"17.8985"
"";"9.7000";"8.0709";"0.7797";"19.4919";"17.9353"
"";"9.7200";"8.0874";"0.7766";"19.4148";"17.9721"
"";"9.7400";"8.1041";"0.7729";"19.3227";"18.0092"
"";"9.7600";"8.1208";"0.7689";"19.2215";"18.0463"
"";"9.7800";"8.1376";"0.7645";"19.1113";"18.0835"
"";"9.8000";"8.1542";"0.7596";"18.9896";"18.1204"
"";"9.8200";"8.1708";"0.7547";"18.8673";"18.1574"
"";"9.8400";"8.1876";"0.7499";"18.7479";"18.1946"
"";"9.8600";"8.2043";"0.7452";"18.6294";"18.2317"
"";"9.8800";"8.2210";"0.7405";"18.5121";"18.2690"
"";"9.9000";"8.2376";"0.7358";"18.3939";"18.3057"
"";"9.9200";"8.2541";"0.7307";"18.2670";"18.3425"
"";"9.9400";"8.2709";"0.7252";"18.1311";"18.3799"
"";"9.9600";"8.2876";"0.7191";"17.9764";"18.4169"
"";"9.9800";"8.3043";"0.7126";"17.8161";"18.4540"
"";"10.0000";"8.3210";"0.7067";"17.6671";"18.4910"
"";"10.0200";"8.3375";"0.7015";"17.5363";"18.5279"
"";"10.0400";"8.3542";"0.6971";"17.4263";"18.5649"
"";"10.0600";"8.3710";"0.6935";"17.3373";"18.6022"
"";"10.0800";"8.3877";"0.6907";"17.2667";"18.6393"
"";"10.1000";"8.4043";"0.6883";"17.2087";"18.6762"
"";"10.1200";"8.4208";"0.6863";"17.1576";"18.7130"
"";"10.1400";"8.4376";"0.6845";"17.1116";"18.7501"
"";"10.1600";"8.4543";"0.6826";"17.0653";"18.7873"
"";"10.1800";"8.4709";"0.6780";"16.9492";"18.8242"
"";"10.2000";"8.4876";"0.6716";"16.7910";"18.8613"
"";"10.2200";"8.5041";"0.6654";"16.6362";"18.8981"
"";"10.2400";"8.5208";"0.6598";"16.4939";"18.9352"
"";"10.2600";"8.5377";"0.6550";"16.3758";"18.9727"
"";"10.2800";"8.5544";"0.6515";"16.2887";"19.0097"
"";"10.3000";"8.5710";"0.6489";"16.2229";"19.0466"
"";"10.3200";"8.5875";"0.6465";"16.1620";"19.0834"
"";"10.3400";"8.6042";"0.6441";"16.1027";"19.1205"
"";"10.3600";"8.6210";"0.6421";"16.0526";"19.1577"
"";"10.3800";"8.6375";"0.6404";"16.0094";"19.1945"
"";"10.4000";"8.6541";"0.6390";"15.9750";"19.2314"
"";"10.4200";"8.6708";"0.6382";"15.9540";"19.2684"
"";"10.4400";"8.6875";"0.6379";"15.9485";"19.3055"
"";"10.4600";"8.7044";"0.6382";"15.9543";"19.3431"
"";"10.4800";"8.7209";"0.6386";"15.9646";"19.3798"
"";"10.5000";"8.7374";"0.6390";"15.9738";"19.4165"
"";"10.5200";"8.7542";"0.6394";"15.9848";"19.4537"
"";"10.5400";"8.7708";"0.6401";"16.0026";"19.4908"
"";"10.5600";"8.7876";"0.6411";"16.0277";"19.5279"
"";"10.5800";"8.8041";"0.6424";"16.0597";"19.5647"
"";"10.6000";"8.8207";"0.6439";"16.0969";"19.6016"
"";"10.6200";"8.8374";"0.6455";"16.1384";"19.6388"
"";"10.6400";"8.8542";"0.6474";"16.1844";"19.6759"
"";"10.6600";"8.8709";"0.6493";"16.2334";"19.7131"
"";"10.6800";"8.8875";"0.6513";"16.2832";"19.7500"
"";"10.7000";"8.9041";"0.6534";"16.3352";"19.7869"
"";"10.7200";"8.9209";"0.6555";"16.3881";"19.8243"
"";"10.7400";"8.9376";"0.6576";"16.4404";"19.8614"
"";"10.7600";"8.9542";"0.6597";"16.4930";"19.8983"
"";"10.7800";"8.9709";"0.6618";"16.5445";"19.9352"
"";"10.8000";"8.9874";"0.6639";"16.5975";"19.9721"
"";"10.8200";"9.0042";"0.6660";"16.6505";"20.0093"
"";"10.8400";"9.0210";"0.6679";"16.6986";"20.0467"
"";"10.8600";"9.0376";"0.6697";"16.7421";"20.0837"
"";"10.8800";"9.0542";"0.6712";"16.7803";"20.1205"
"";"10.9000";"9.0708";"0.6728";"16.8193";"20.1574"
"";"10.9200";"9.0875";"0.6746";"16.8645";"20.1945"
"";"10.9400";"9.1043";"0.6767";"16.9175";"20.2317"
"";"10.9600";"9.1208";"0.6790";"16.9754";"20.2685"
"";"10.9800";"9.1375";"0.6812";"17.0297";"20.3056"
"";"11.0000";"9.1542";"0.6832";"17.0809";"20.3426"
"";"11.0200";"9.1708";"0.6851";"17.1284";"20.3796"
"";"11.0400";"9.1877";"0.6869";"17.1722";"20.4170"
"";"11.0600";"9.2043";"0.6889";"17.2219";"20.4539"
"";"11.0800";"9.2208";"0.6910";"17.2741";"20.4907"
"";"11.1000";"9.2375";"0.6931";"17.3283";"20.5277"
"";"11.1200";"9.2541";"0.6954";"17.3862";"20.5648"
"";"11.1400";"9.2709";"0.6979";"17.4482";"20.6020"
"";"11.1600";"9.2875";"0.7006";"17.5158";"20.6389"
"";"11.1800";"9.3041";"0.7035";"17.5866";"20.6758"
"";"11.2000";"9.3207";"0.7062";"17.6553";"20.7128"
"";"11.2200";"9.3374";"0.7091";"17.7269";"20.7499"
"";"11.2400";"9.3543";"0.7122";"17.8055";"20.7873"
"";"11.2600";"9.3709";"0.7154";"17.8861";"20.8241"
"";"11.2800";"9.3874";"0.7185";"17.9634";"20.8608"
